id,store_code,substore_code,sap_store_code,sappayer_store_code,sales_base_code,sales_base_name,pref_code,sales_code,sales_name,intreatment_code,chain_code,chain_name,conflict_code,trading_halts_date,conflict_cl_type,conflict_care_type,shipment_dp_cl,shipment_dp_care,store_name_kanji,store_name_ryaku,store_name_kana,payer_name,postal_code,addr01,addr02,addr03,tel,fax,partner_store_id,deliverynote_no,create_date,discriminator_type,sap_create_date,sap_update_date,update_date,_BATCH_ID_,_BATCH_LAST_RUN_,JJ物販,JJ定期便,クーパー,アルコン,ボシュロム
21201,348073,0,348073,0000318662,257,キーアカウント営業課,11,5656,野田　凌平,0,12,ｱｲｼﾞｬﾊﾟﾝ,2,,1,1,75,78,アイジャパン株式会社（００）,アイジャパン株式会社,ｱｲｼﾞｬﾊﾟﾝｶﾌﾞｼｷｶﾞｲｼｬ,アイジャパン株式会社,3310812,埼玉県さいたま市北区宮原町,１－５０５－１,,048-660-1111,048-660-1240,00,0,2020-11-26 22:30:47,storemaster,2016-11-30 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21202,348099,0,348099,0000348099,4,首都圏営業１課,11,6103,渡部　彩乃,0,,,2,,1,1,75,78,明泰社　越谷店,明泰社　越谷店,ﾒｲﾀｲｼｬ ｺｼｶﾞﾔﾃﾝ,明泰社　越谷店,3430813,埼玉県越谷市越ケ谷１－３－８,メディニティヒルズ越谷３Ｆ,（越谷駅前眼科）,048-969-1146,048-969-1147,,0,2020-11-26 22:30:47,storemaster,2016-12-02 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,False,True,True
21203,348104,0,348104,0000348104,15,新潟営業チーム,15,5973,國領　真佑,0,161,ﾒｶﾞﾈｽｰﾊﾟｰ,2,,0,0,75,78,使用不可ーパー新発田コモタウン店９２９,スーパー新発田コモタ,ﾒｶﾞﾈｽｰﾊﾟｰ ｼﾊﾞﾀｺﾓﾀｳﾝﾃﾝ(929),使用不可ーパー新発田コモタウン店９２９,9570065,新潟県新発田市舟入町３－１２－１１,ウオロクコモ店内,,0254-20-5757,,929,0,2020-11-26 22:30:47,storemaster,2016-12-06 00:00:00,2023-01-19 00:00:00,2023-01-19 22:30:41,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21204,348112,0,348112,0000348112,25,東海営業２課,23,6071,藤　駿太,0,5,ｷｸﾁﾒｶﾞﾈ,2,,1,1,71,78,（２６５）キクチメガネ　ピアゴ洞店,キクチピアゴ洞,ｷｸﾁﾒｶﾞﾈﾋﾟｱｺﾞﾎﾗ,（２６５）キクチメガネ　ピアゴ洞店,4440008,愛知県岡崎市洞町字的場７２番地２,ピアゴ洞店１階,,0564-64-6430,0564-64-6431,265,0,2020-11-26 22:30:47,storemaster,2016-12-07 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21205,348120,0,348120,0000348120,25,東海営業２課,23,5357,塩田　優馬,0,5,ｷｸﾁﾒｶﾞﾈ,2,,1,1,71,78,（２６６）キクチメガネイオンモール長久手,キクチイオン長久手,ｷｸﾁﾒｶﾞﾈｲｵﾝﾓｰﾙﾅｶﾞｸﾃ,（２６６）キクチメガネイオンモール長久手,4801100,愛知県長久手市長久手中央土地区画,整理事業地内５・１０・１１街区,イオンモール長久手店２階,0561-76-1805,0561-76-1806,266,0,2020-11-26 22:30:47,storemaster,2016-12-07 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21206,348138,0,348138,0000348138,4,首都圏営業１課,11,5890,小泉　拓真,0,271,ﾒｶﾞﾈﾄｯﾌﾟ,2,,1,1,71,78,眼鏡市場　志木,眼鏡市場　志木,ﾒｶﾞﾈｲﾁﾊﾞｼｷ,眼鏡市場　志木,3520002,埼玉県新座市東,２－４－１４,,048-483-2502,048-483-2502,80088,0,2020-11-26 22:30:47,storemaster,2016-12-07 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,False,False,True
21207,348146,0,348146,0000348146,29,岡山営業所,33,106720,山内　諒平,0,271,ﾒｶﾞﾈﾄｯﾌﾟ,2,,1,1,71,78,眼鏡市場　イオンタウン水島,眼鏡市場イオン水島,ﾒｶﾞﾈｲﾁﾊﾞｲｵﾝﾀｳﾝﾐｽﾞｼﾏ,眼鏡市場　イオンタウン水島,7128066,岡山県倉敷市水島高砂町３番１１号１Ｆ,,,086-447-0018,086-447-0028,80052,0,2020-11-26 22:30:47,storemaster,2016-12-07 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,False,False,False
21208,348153,0,348153,0000348153,6,関西営業１課,28,106760,益井　春香,0,82,ﾒｶﾞﾈ ﾉ ｱｲｶﾞﾝ,2,,1,1,74,78,メガネのアイガン尼崎次屋店,アイガン次屋店,ﾒｶﾞﾈﾉｱｲｶﾞﾝｱﾏｶﾞｻｷﾂｷﾞﾔﾃﾝ,メガネのアイガン尼崎次屋店,6610965,兵庫県尼崎市次屋,２－１１－１２,,06-4960-0631,06-4960-0630,00471,0,2020-11-26 22:30:47,storemaster,2016-12-07 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21209,348161,0,348161,0000318001,6,関西営業１課,25,106810,宮領　康平,0,213,(ｶﾌﾞ)ｱｲﾃｯｸ,2,,1,1,71,78,ユーコンタクト（アイテック）,ユーコンタクト,ﾕｰｺﾝﾀｸﾄ(ｱｲﾃｯｸ),株式会社アイテック,5200836,滋賀県大津市杉浦町,２４－５,横田眼科,077-537-0520,077-537-0520,,0,2020-11-26 22:30:47,storemaster,2016-12-09 00:00:00,2026-04-28 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,True,True,True
21210,348161,1,708002,0000318001,6,関西営業１課,26,6649,高橋　拓也,0,213,(ｶﾌﾞ)ｱｲﾃｯｸ,2,,1,1,71,78,（株）アイテックユーコンタクト,ユーコンタクト,ｶﾌﾞ)ｱｲﾃｯｸﾕｰｺﾝﾀｸﾄ,株式会社アイテック,6008385,京都府京都市下京区大宮通仏光寺下ル,新日勝ビル３Ｆ,,075-822-2906,075-822-2908,,0,2020-11-26 22:30:47,storemaster,2016-12-12 00:00:00,2026-04-28 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,True,True,True
21211,348179,0,348179,0000348179,19,宇都宮営業所,9,6072,宮森　謙太,0,,,2,,1,1,75,78,ほり眼科クリニック,ほり眼科クリニック,ﾎﾘｶﾞﾝｶｸﾘﾆｯｸ,ほり眼科クリニック,3210973,栃木県宇都宮市岩曽町,８４１,,028-613-0222,028-613-0223,,0,2020-11-26 22:30:47,storemaster,2016-12-15 00:00:00,2026-02-08 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21212,348187,0,348187,0000348187,257,キーアカウント営業チーム,2,5954,山本　雄大,0,,,2,,0,0,75,78,八戸ワールドコンタクト,八戸ワールド,ﾊﾁﾉﾍﾜｰﾙﾄﾞｺﾝﾀｸﾄ,八戸ワールドコンタクト,310081,青森県八戸市柏崎４－１６－３３,,,0178-32-0241,0178-46-0242,,0,2020-11-26 22:30:47,storemaster,2016-12-16 00:00:00,2024-04-02 00:00:00,2024-11-19 22:30:27,1409.0,2026-05-26 05:10:04,False,False,False,False,True
21213,348195,0,348195,0000348195,6,関西営業１課,28,4689,田中　将喜,0,82,ﾒｶﾞﾈ ﾉ ｱｲｶﾞﾝ,2,,1,1,74,78,メガネのアイガン　垂水多聞店,アイガン　多聞店,ﾒｶﾞﾈﾉｱｲｶﾞﾝﾀﾙﾐﾀﾓﾝﾃﾝ,メガネのアイガン　垂水多聞店,6550001,兵庫県神戸市垂水区多聞町,字小束山８６８－１３７６,万代垂水多聞店１Ｆ,078-797-8521,078-797-8520,00466,0,2020-11-26 22:30:47,storemaster,2016-12-19 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,True,False,False
21214,348200,0,348200,0000348200,49,関西営業２課,27,6650,高田　新,0,82,ﾒｶﾞﾈ ﾉ ｱｲｶﾞﾝ,2,,1,1,71,78,愛眼株式会社　ライフサポートショップ,ライフサポート,ｱｲｶﾞﾝｶﾌﾞｼｷｶﾞｲｼｬﾗｲﾌｻﾎﾟｰﾄｼｮｯﾌﾟ,愛眼株式会社　ライフサポートショップ,5430052,大阪府大阪市天王寺区大道,４－９－１２,,06-6772-0395,06-6772-6361,,0,2020-11-26 22:30:47,storemaster,2016-12-19 00:00:00,2026-02-03 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21215,348291,0,348291,0000317131,2,札幌営業所,1,6522,吉村　康平,0,354,(ﾕｳ)ｱｳﾙﾒﾃﾞｨｶﾙ,2,,1,1,75,78,アウルメディカル（市立根室病院眼科）,アウル（市立根室）,ｱｳﾙﾒﾃﾞｨｶﾙ(ｼﾘﾂﾈﾑﾛﾋﾞｮｳｲﾝｶﾞﾝｶ),（有）アウルメディカル,878686,北海道根室市有磯町１丁目２番地,,,0153-24-3201,0153-24-9693,,0,2020-11-26 22:30:47,storemaster,2016-12-22 00:00:00,2026-04-22 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21216,348305,0,348305,0000348305,25,東海営業２課,22,5872,倉橋　克仁,0,,,2,,1,1,71,78,ＥＹＥ　ＷＯＲＫＳ（金谷店）,ＥＹＥＷＯＲＫＳ金谷,ｱｲﾜｰｸｽｶﾅﾔﾃﾝ,ＥＹＥ　ＷＯＲＫＳ（金谷店）,4280015,静岡県島田市金谷扇町３６３９,,,0547-45-0039,0547-45-0029,,0,2020-11-26 22:30:47,storemaster,2016-12-22 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,True,True,False,True
21217,348313,0,348313,0000348313,7,広島営業所,35,2737,鳥居　二郎,0,221,ﾖﾈｻﾞﾜｺﾝﾀｸﾄ,2,,1,1,74,78,メガネのヨネザワ　イオンタウン周南久米店,ヨネザワ　周南久米店,ﾒｶﾞﾈﾉﾖﾈｻﾞﾜ ｲｵﾝﾀｳﾝｼｭｳﾅﾝｸﾒﾃﾝ,メガネのヨネザワ　イオンタウン周南久米店,7450809,山口県周南市久米中央,５丁目８番１号,,0834-34-0307,0834-34-0308,218,0,2020-11-26 22:30:47,storemaster,2016-12-26 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21218,348321,0,348321,0000348321,4,首都圏営業１課,13,5890,小泉　拓真,0,255,ｱｲｼﾃｨ,2,,1,1,75,78,アイシティ　ビーンズ阿佐ヶ谷店,アイシティ阿佐ヶ谷店,ｱｲｼﾃｨ ﾋﾞｰﾝｽﾞｱｻｶﾞﾔﾃﾝ,アイシティ　ビーンズ阿佐ヶ谷店,1660004,東京都杉並区阿佐谷南,３－５８－１,ビーンズ阿佐ヶ谷２Ｆ,03-6265-5750,03-6265-5751,0393,0,2020-11-26 22:30:47,storemaster,2016-12-27 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21219,348339,0,348339,0000348339,18,首都圏営業２課,12,5392,大浦　剛,0,255,ｱｲｼﾃｨ,2,,1,1,75,78,アイシティ　イオンモール木更津店,ＥＣ　イオン木更津,ｱｲｼﾃｨ ｲｵﾝﾓｰﾙｷｻﾗﾂﾞﾃﾝ,アイシティ　イオンモール木更津店,2920835,千葉県木更津市築地,１－４,イオンモール木更津１Ｆ,0438-38-6580,0438-38-6581,0210,0,2020-11-26 22:30:47,storemaster,2016-12-28 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,False,True
21220,348347,0,348347,0000348347,22,東海営業１課,23,6299,萩原　まりあ,0,161,ﾒｶﾞﾈｽｰﾊﾟｰ,2,,1,1,71,78,メガネスーパーコンタクト名チカ店９３０,スーパー名チカ,ﾒｶﾞﾈｽｰﾊﾟｰｺﾝﾀｸﾄﾒｲﾁｶﾃﾝ,メガネスーパーコンタクト名チカ店９３０,4500002,名古屋市中村区名駅３－１４－１５,東山線名古屋駅地下１Ｆ（南改札口外）,,052-589-8058,,930,0,2020-11-26 22:30:47,storemaster,2017-01-11 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21221,348354,0,348354,0000319340,257,キーアカウント営業課,12,4096,今井　隆裕,0,414,ｱｯﾌﾟﾙ,2,,1,1,75,78,パレンテ千葉ロジスティクスセンター,パレンテ千葉ロジ,ﾊﾟﾚﾝﾃﾁﾊﾞﾛｼﾞｽﾃｨｸｽｾﾝﾀｰ,株式会社パレンテ,2600025,千葉県千葉市中央区問屋町,３－４,,043-216-4674,043-216-4684,,0,2020-11-26 22:30:47,storemaster,2017-01-11 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21222,348362,0,348362,0000319340,257,キーアカウント営業課,33,4096,今井　隆裕,0,414,ｱｯﾌﾟﾙ,2,,1,1,71,78,パレンテ岡山ロジスティクスセンター,パレンテ岡山ロジ,ﾊﾟﾚﾝﾃｵｶﾔﾏﾛｼﾞｽﾃｨｸｽｾﾝﾀｰ,株式会社パレンテ,7010151,岡山県岡山市北区平野,９７８　２Ｆ,,050-8881-1681,050-3606-1980,,0,2020-11-26 22:30:47,storemaster,2017-01-11 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21223,348370,0,348370,0000348370,7,広島営業所,34,106910,白木　南名,0,255,ｱｲｼﾃｨ,2,,1,1,71,78,アイシティ　ＥＫＩＣＩＴＹ広島店,アイシティＥＫＩ広島,ｱｲｼﾃｨ EKICITYﾋﾛｼﾏﾃﾝ,アイシティ　ＥＫＩＣＩＴＹ広島店,7320822,広島県広島市南区松原町３－１,エキシティ・センター１階,,082-568-0830,082-568-0831,0676,0,2020-11-26 22:30:47,storemaster,2017-01-12 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21224,348388,0,348388,0000348388,63,九州営業２課,46,2718,田中　健吾,0,495,ﾙﾃｼｱ ｶﾌﾞｼｷｶﾞｲｼｬ,2,,1,1,74,78,リュネメガネ・コンタクト（店舗用）,リュネ（店舗用）,ﾘｭﾈﾒｶﾞﾈ･ｺﾝﾀｸﾄ(ﾃﾝﾎﾟﾖｳ),リュネメガネ・コンタクト（店舗用）,8920816,鹿児島県鹿児島市山下町,７－８,１階,099-224-0016,099-224-2001,,0,2020-11-26 22:30:47,storemaster,2017-01-13 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,True,False,False
21225,348396,0,348396,0000348396,49,関西営業２課,27,6650,高田　新,0,255,ｱｲｼﾃｨ,2,,1,1,71,78,アイシティ　天王寺ミオプラザ店,アイシティミオプラザ,255ﾃﾝﾉｳｼﾞﾐｵ,アイシティ　天王寺ミオプラザ店,5430055,大阪府大阪市天王寺区悲田院町,１０－４８　天王寺ミオ　プラザ館２Ｆ,,06-6773-9590,06-6773-9591,0678,0,2020-11-26 22:30:47,storemaster,2017-01-19 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21226,348401,0,348401,0000348401,3,仙台営業所,4,6080,奥西　颯馬,0,,,2,,1,1,75,78,（有）大街道コンタクトレンズセンター,大街道ＣＬ,ｵｵｶｲﾄﾞｳCL,（有）大街道コンタクトレンズセンター,9860859,宮城県石巻市大街道西,２丁目１－２９,,0225-23-4333,0225-98-3150,,0,2020-11-26 22:30:47,storemaster,2017-01-20 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,True,True,True
21227,348427,0,348427,0000348419,6,関西第１営業チーム,27,4453,山村　崇,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,株式会社アイスペース,アイスペース,ｶﾌﾞｼｷｶﾞｲｼｬｱｲｽﾍﾟｰｽ,株式会社アイスペース,5320011,大阪府大阪市淀川区西中島,５－９－１,新大阪花村ビル４階,06-6885-1010,06-6885-1020,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21228,348443,0,348443,0000348419,6,関西第１営業チーム,27,5782,松本　大雅,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,アイ・ケアコンタクトあびこ,アイ・ケアＣＬあびこ,ｱｲ･ｹｱｺﾝﾀｸﾄｱﾋﾞｺ,株式会社アイスペース,5580011,大阪府大阪市住吉区苅田９－１４－２０,ヤヨイビル３Ｆ,,06-6607-4572,06-6607-4573,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21229,348484,0,348484,0000348419,251,関西第３営業チーム,28,5838,蛭田　義浩,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,74,78,アイスペースアステ川西店,ＥＣアステ川西店,ｱｲｽﾍﾟｰｽｱｽﾃｶﾜﾆｼﾃﾝ,株式会社アイスペース,6660033,兵庫県川西市栄町２５－１,アステ川西３Ｆ,,072-755-1602,072-755-1603,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21230,348492,0,348492,0000348419,252,関西第４営業チーム,29,2906,番匠　重夫,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,アイスペース大和西大寺店,ＥＳ大和西大寺店,ｱｲｽﾍﾟｰｽﾔﾏﾄｻｲﾀﾞｲｼﾞﾃﾝ,株式会社アイスペース,6310822,奈良県奈良市西大寺栄町３－１５,梅守第２ビル３Ｆ,,0742-30-6120,0742-30-6426,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21231,348530,0,348530,0000348419,251,関西第３営業チーム,28,5194,坪井　瞭,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,74,78,アイスペース阪急岡本店,アイスペース阪急岡本,ｱｲｽﾍﾟｰｽﾊﾝｷｭｳｵｶﾓﾄﾃﾝ,株式会社アイスペース,6580072,兵庫県神戸市東灘区岡本５－１－１,岡本阪急ビル２Ｆ,,078-451-6200,078-451-6214,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21232,348555,0,348555,0000348419,251,関西第３営業チーム,28,5383,沖増　勇也,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,74,78,アイスペース　姫路駅前店,アイスペース姫路駅前,ｱｲｽﾍﾟｰｽﾋﾒｼﾞｴｷﾏｴﾃﾝ,株式会社アイスペース,6700927,兵庫県姫路市駅前町２３５,ハトヤ駅前ビル,,0792-25-5600,079-282-7947,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21233,348563,0,348563,0000348419,252,関西第４営業チーム,30,5384,小谷　圭亮,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,アイスペース紀伊田辺駅前店,アイスペース紀伊田辺,ｱｲｽﾍﾟｰｽｷｲﾀﾅﾍﾞｴｷﾏｴﾃﾝ,株式会社アイスペース,6460031,和歌山県田辺市湊１４番７号,,,0739-23-5040,0739-26-6586,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21234,348597,0,348597,0000348419,20,松山営業チーム,39,2737,鳥居　二郎,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,アイスペース高知はりまや橋店,アイスペース高知,ｱｲｽﾍﾟｰｽｺｳﾁﾊﾘﾏﾔﾊﾞｼﾃﾝ,株式会社アイスペース,7800822,高知県高知市はりまや町１－１－２０,,,088-871-7037,088-871-6123,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2017-07-17 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21235,348602,0,348602,0000348419,49,関西第２営業チーム,27,5334,中嶋　啓太,0,498,(ｶ)ｱｲｽﾍﾟｰｽ,2,,0,0,71,78,アイスペースアムゼモール店,アムゼモール店,ｱｲｽﾍﾟｰｽｱﾑｾﾞﾓｰﾙﾃﾝ,株式会社アイスペース,5940041,大阪府和泉市いぶき野５丁目１番１２号,エコールいずみアムゼモール２Ｆ,,0725-57-6102,0725-57-6112,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21236,348610,0,348610,0000348610,22,東海営業１課,23,6299,萩原　まりあ,0,,,2,,0,0,71,78,メニコン神宮,メニコン神宮,ﾒﾆｺﾝｼﾞﾝｸﾞｳ,メニコン神宮,4560031,愛知県名古屋市熱田区神宮３丁目７－１,べんてんビル２階,,052-683-2333,052-684-9336,,0,2020-11-26 22:30:47,storemaster,2017-01-23 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,True,False
21237,348636,0,348636,0000348636,63,九州第２営業チーム,46,4455,沖田　昌紀,0,,,2,,0,0,74,78,平島コンタクト,平島コンタクト,ﾋﾗｼﾏｺﾝﾀｸﾄ,平島コンタクト,8950021,鹿児島県薩摩川内市,向田本町１７－１４,,0996-20-2617,0996-20-5035,,0,2020-11-26 22:30:47,storemaster,2017-01-24 00:00:00,2022-04-04 00:00:00,2022-07-31 22:30:14,1409.0,2026-05-26 05:10:04,False,False,False,False,True
21238,348644,0,348644,0000348644,8,九州営業１課,40,4264,財津　健太郎,0,,,2,,1,1,74,78,マリンコンタクト　久留米駅前店,マリンＣＬ久留米駅前,ﾏﾘﾝｺﾝﾀｸﾄ ｸﾙﾒｴｷﾏｴﾃﾝ,マリンコンタクト　久留米駅前店,8300032,福岡県久留米市東町３９－１３,山水楼ビル　２階,,0942-46-7728,0942-46-7729,,0,2020-11-26 22:30:47,storemaster,2017-01-24 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,True,True,True,True
21239,348651,0,348651,0000318453,25,東海営業２課,23,5357,塩田　優馬,0,294,ﾖﾈｽﾁｪｰﾝ,2,,1,1,71,78,ヨネス　知多店,ヨネス　知多店,ﾖﾈｽ ﾁﾀﾃﾝ,有限会社ヨネス,4780065,愛知県知多市新知東町１－７－９,,,0562-55-3451,0562-55-3445,,0,2020-11-26 22:30:47,storemaster,2017-01-25 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,False,True,True,True
21240,348669,0,348669,0000348669,7,広島営業所,35,2737,鳥居　二郎,0,,,2,,1,1,74,78,（有）防府コンタクトレンズセンター,防府コンタクト,ﾕ)ﾎｳﾌｺﾝﾀｸﾄﾚﾝｽﾞｾﾝﾀｰ,（有）防府コンタクトレンズセンター,7470035,山口県防府市栄町,２－１－１,大西眼科医院内,0835-22-5307,0835-28-3331,,0,2020-11-26 22:30:47,storemaster,2017-01-25 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,True,True,True,True
21241,348677,0,348677,0000348677,19,宇都宮営業所,10,106706,久野　宏生,0,,,2,,1,1,75,78,とくい眼科,とくい眼科,ﾄｸｲｶﾞﾝｶ,とくい眼科,3710853,群馬県前橋市総社町,１１８２－４,,027-290-1091,027-290-1115,,0,2020-11-26 22:30:47,storemaster,2017-01-30 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21242,348685,0,348685,0000348685,6,関西営業１課,26,6649,高橋　拓也,0,255,ｱｲｼﾃｨ,2,,1,1,71,78,アイシティ　京都四条烏丸店,アイシティ京都烏丸,255ｷｮｳﾄｶﾗｽﾔﾏ,アイシティ　京都四条烏丸店,6008007,京都府京都市下京区立売西町,６６番地,京都証券ビル地下１階,075-708-5966,075-708-5967,0679,0,2020-11-26 22:30:47,storemaster,2017-01-31 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21243,348693,0,348693,0000348693,4,首都圏営業１課,13,2830,白井　大貴,0,,,2,,1,1,75,78,烏山眼科医院,烏山眼科医院,ｶﾗｽﾔﾏｶﾞﾝｶｲｲﾝ,烏山眼科医院,1570062,東京都世田谷区南烏山,５－１６－２０,２番館ハラジマビル３Ｆ,03-3308-0777,03-3308-0789,,0,2020-11-26 22:30:47,storemaster,2017-01-31 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,True,False
21244,348708,0,348708,0000310804,57,関東ドラッグストア営業１課,13,3970,湯村　昌弘,0,407,(ｶﾌﾞ)ｵｵｷ,2,,0,1,71,78,株式会社大木　西多摩ＦＤＣ,大木　西多摩ＦＤＣ,ｶﾌﾞｼｷｶﾞｲｼｬｵｵｷﾆｼﾀﾏFDC,株式会社大木,1901201,東京都西多摩郡瑞穂町二本木５４１,ピップ物流（株）瑞穂センター内,,042-568-0308,042-568-0318,,0,2020-11-26 22:30:47,storemaster,2017-02-01 00:00:00,2025-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21245,348716,0,348716,0000348716,4,首都圏営業１課,13,5890,小泉　拓真,0,,,2,,1,1,75,78,小竹向原眼科クリニック,小竹向原眼科クリニ,ｺﾀｹﾑｶｲﾊﾗｶﾞﾝｶｸﾘﾆｯｸ,小竹向原眼科クリニック,1760004,東京都練馬区小竹町,２－３－２０,Ｇｒａｎｄｅ小竹２階,03-5926-8588,03-5926-8589,,0,2020-11-26 22:30:47,storemaster,2017-02-01 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,False,False,False,False,False
21246,348724,0,348724,0000348724,7,広島営業所,34,5520,水野　貴教,0,,,2,,1,1,74,78,株式会社　みはらメディカルグループ,みはらメディカル,ｶ)ﾐﾊﾗﾒﾃﾞｨｶﾙｸﾞﾙｰﾌﾟ,株式会社　みはらメディカルグループ,7210973,広島県福山市南蔵王町,６丁目２０番１２号,,084-940-6667,084-940-5559,,0,2020-11-26 22:30:47,storemaster,2017-02-02 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:53,1409.0,2026-05-26 05:10:04,True,True,False,False,False
